date,max_temperature,avg_temperature,min_temperature,avg_relative_humidity,avg_dew_point,avg_wind_speed,avg_pressure_sea,avg_visibility,min_visibility,avg_health_index,precipitation,daylight,solar_radiation,avg_cloud_cover_8,heatdegdays,cooldegdays,growdegdays_7
2025-06-27,26.2,18.85,11.5,73.0,13.7,19.0,101.13,23300,22500,2.4,0.0,16.32,42.0,5.0,0.0,0.9,11.8
2025-06-26,26.6,20.85,15.1,63.0,12.1,13.0,101.65,21700,19300,2.0,0.0,16.33,43.0,4.5,0.0,2.8,13.8
2025-06-25,22.9,16.64,10.4,73.5,11.8,12.0,102.08,22500,20900,2.2,0.2,16.33,24.0,5.5,1.4,0.0,9.6
2025-06-24,26.6,15.4,4.2,67.0,9.5,16.0,102.1,20900,17700,2.4,1.8,16.35,42.0,4.0,2.6,0.0,8.4
2025-06-23,18.8,12.55,6.3,77.5,9.2,20.5,101.45,19300,14500,2.5,,16.35,20.0,4.5,5.5,0.0,5.5
2025-06-22,18.1,15.0,11.9,86.5,13.5,23.5,100.56,16100,8100,1.6,6.5,16.35,9.0,4.0,3.0,0.0,8.0
2025-06-21,26.1,22.1,18.1,66.0,15.1,24.0,100.13,14050,4000,6.5,0.0,16.35,44.0,4.0,0.0,4.1,15.1
2025-06-20,30.6,22.5,14.4,67.0,14.9,14.5,100.17,21700,19300,2.6,0.0,16.37,40.0,5.0,0.0,4.5,15.5
2025-06-19,26.6,19.35,12.1,62.0,12.3,8.5,100.88,19300,14500,2.5,0.0,16.35,42.0,5.0,0.0,1.4,12.3
2025-06-18,27.3,20.95,14.6,61.5,12.1,16.0,100.91,22500,20900,2.4,0.0,16.35,38.0,4.0,0.0,3.0,13.9
2025-06-17,25.2,18.0,10.8,67.5,12.7,17.5,100.89,21700,19300,3.8,0.7,16.35,39.0,4.0,0.0,0.0,11.0
2025-06-16,25.7,19.14,12.6,72.0,15.0,12.0,101.01,21700,19300,2.5,0.0,16.33,19.0,4.0,0.0,1.1,12.1
2025-06-15,27.1,19.2,11.3,52.0,10.0,17.5,101.61,20900,17700,2.6,0.0,16.33,42.0,4.0,0.0,1.2,12.2
2025-06-14,25.8,18.45,11.1,53.5,7.0,15.5,101.96,20100,16100,3.1,0.0,16.32,45.0,4.5,0.0,0.4,11.4
2025-06-13,25.5,17.35,9.2,59.0,7.7,9.5,101.93,16100,8100,5.0,0.0,16.3,39.0,4.5,0.6,0.0,10.3
2025-06-12,24.3,16.25,8.2,60.0,8.6,14.5,102.08,19300,14500,4.0,0.0,16.28,39.0,3.5,1.8,0.0,9.2
2025-06-11,23.8,15.35,6.9,67.5,8.7,11.0,101.71,15250,6400,4.0,0.0,16.28,42.0,3.5,2.6,0.0,8.3
2025-06-10,25.2,15.7,6.2,74.5,10.6,13.5,100.99,15250,6400,4.2,0.0,16.27,37.0,5.0,2.3,0.0,8.7
2025-06-09,14.2,11.3,8.4,88.0,9.2,19.0,100.63,14450,6400,6.0,0.3,16.23,8.0,5.5,6.7,0.0,4.3
2025-06-08,16.1,12.65,9.2,85.0,9.2,26.5,100.07,16900,9700,3.2,1.6,16.22,18.0,4.0,5.3,0.0,5.7
2025-06-07,25.4,18.1,10.8,65.5,9.9,30.0,100.41,15250,6400,3.2,6.9,16.22,23.0,4.5,0.0,0.1,11.1
2025-06-06,26.9,17.79,8.7,42.5,4.5,17.0,101.44,14050,4000,7.5,0.0,16.18,38.0,4.0,0.2,0.0,10.8
2025-06-05,20.5,12.45,4.4,58.5,3.0,11.5,101.89,8850,3200,7.5,0.0,16.17,34.0,4.0,5.5,0.0,5.5
2025-06-04,22.1,14.4,6.7,52.0,2.8,20.5,101.3,13850,3600,6.8,,16.13,39.0,4.0,3.6,0.0,7.4
2025-06-03,22.3,15.75,9.2,55.0,5.4,25.0,100.9,18500,12900,4.3,,16.1,35.0,3.5,2.2,0.0,8.8
2025-06-02,20.6,16.75,12.9,70.5,10.9,16.0,100.77,10850,2400,7.2,4.9,16.08,11.0,4.0,1.2,0.0,9.8
2025-06-01,33.4,24.0,14.6,45.0,11.2,16.0,100.55,10450,4800,7.0,0.0,16.05,37.0,4.0,0.0,6.0,17.0
2025-05-31,30.9,20.04,9.2,52.5,9.1,9.5,101.01,16100,8100,7.2,0.0,16.02,40.0,4.0,0.0,2.0,13.0
2025-05-30,30.0,20.55,11.1,47.5,7.0,15.5,101.11,23300,22500,3.6,0.0,16.0,38.0,4.0,0.0,2.5,13.6
2025-05-29,27.0,18.39,9.8,45.5,5.5,17.5,101.65,23300,22500,4.0,0.0,15.97,37.0,4.5,0.0,0.4,11.4
2025-05-28,26.4,17.75,9.1,51.5,6.3,10.5,102.15,24100,24100,3.8,0.0,15.93,45.0,4.5,0.2,0.0,10.8
2025-05-27,26.3,18.45,10.6,40.5,3.1,21.5,102.11,20900,17700,3.8,0.0,15.9,35.0,6.0,0.0,0.4,11.4
2025-05-26,25.5,15.25,5.0,37.5,-0.8,12.5,102.28,16900,9700,5.0,0.0,15.87,45.0,2.5,2.8,0.0,8.2
2025-05-25,22.9,12.55,2.2,38.5,-1.4,8.0,102.52,17700,11300,4.7,0.0,15.82,48.0,4.0,5.5,0.0,5.5
2025-05-24,22.0,11.75,1.5,48.5,-0.8,11.0,102.4,20100,16100,5.0,0.0,15.78,44.0,3.5,6.2,0.0,4.8
2025-05-23,20.4,13.1,5.8,44.5,0.4,13.0,102.27,20900,17700,4.6,0.0,15.75,46.0,3.5,4.9,0.0,6.1
2025-05-22,21.1,12.25,3.4,39.5,-2.8,15.0,102.21,19300,14500,3.6,0.0,15.72,47.0,4.0,5.8,0.0,5.2
2025-05-21,20.6,13.85,7.1,38.5,-1.8,16.0,101.78,23300,22500,3.6,0.0,15.67,39.0,4.5,4.2,0.0,6.8
2025-05-20,16.3,12.2,8.1,35.5,-3.0,24.5,101.63,24100,24100,2.2,0.0,15.62,21.0,4.0,5.8,0.0,5.2
2025-05-19,16.9,9.39,1.9,54.5,-1.9,26.0,102.14,24100,24100,1.8,0.0,15.58,42.0,5.0,8.6,0.0,2.4
2025-05-18,11.7,6.8,1.9,64.5,0.2,15.5,102.26,24100,24100,1.8,0.0,15.53,30.0,6.0,11.2,0.0,0.0
2025-05-17,6.4,3.85,1.3,79.0,0.1,30.0,101.42,14450,4800,1.5,0.0,15.5,17.0,7.5,14.2,0.0,0.0
2025-05-16,13.7,7.94,2.2,93.0,6.7,34.0,99.7,13250,2400,3.0,7.2,15.45,7.0,8.0,10.1,0.0,0.9
2025-05-15,25.9,17.29,8.7,81.5,12.3,24.0,99.42,14450,4800,5.0,21.7,15.4,26.0,6.5,0.7,0.0,10.3
2025-05-14,20.5,14.6,8.7,70.0,8.2,31.5,100.31,19300,14500,4.0,1.5,15.35,41.0,4.5,3.4,0.0,7.6
2025-05-13,36.9,26.75,16.6,33.5,8.2,34.5,99.74,16900,9700,4.0,0.0,15.3,40.0,4.0,0.0,8.8,19.8
2025-05-12,35.3,27.35,19.4,31.0,6.7,24.5,99.96,19300,14500,3.3,0.0,15.27,42.0,4.5,0.0,9.3,20.4
2025-05-11,31.3,23.05,14.8,40.0,7.5,17.0,100.58,20900,17700,3.0,0.0,15.22,37.0,4.5,0.0,5.0,16.1
2025-05-10,25.9,14.7,3.5,37.0,0.8,23.5,101.87,21700,19300,2.8,0.0,15.17,36.0,4.0,3.3,0.0,7.7
2025-05-09,19.8,13.25,6.7,42.0,0.5,26.0,102.06,15250,6400,6.6,0.0,15.12,44.0,4.0,4.8,0.0,6.2
2025-05-08,27.1,18.64,10.2,36.5,2.1,32.5,101.74,23300,22500,3.0,0.0,15.05,44.0,3.5,0.0,0.6,11.6
2025-05-07,19.8,9.4,-1.0,52.5,-3.1,11.0,102.58,23300,22500,2.1,0.0,15.02,45.0,3.0,8.6,0.0,2.4
2025-05-06,17.8,8.8,-0.2,49.0,-1.6,23.5,102.36,24100,24100,2.0,0.0,14.95,43.0,3.5,9.2,0.0,1.8
2025-05-05,29.1,19.55,10.0,39.5,4.4,24.0,101.31,24100,24100,2.9,0.0,14.9,43.0,2.0,0.0,1.6,12.6
2025-05-04,29.6,17.95,6.3,41.0,1.6,25.0,101.11,23300,22500,2.8,0.0,14.85,44.0,0.5,0.1,0.0,10.9
2025-05-03,22.5,15.2,7.9,38.5,0.6,20.5,101.19,22500,20900,2.2,0.0,14.8,41.0,4.0,2.8,0.0,8.2
2025-05-02,14.1,6.9,-0.3,63.0,-0.5,13.0,101.62,23300,22500,1.9,0.0,14.73,41.0,4.5,11.1,0.0,0.0
2025-05-01,15.8,8.4,1.0,76.0,3.7,24.0,101.43,23300,22500,1.9,,14.7,36.0,4.5,9.6,0.0,1.4
2025-04-30,19.9,12.3,4.7,59.0,5.3,23.5,100.94,20100,16100,2.5,5.0,14.63,32.0,7.0,5.7,0.0,5.3
2025-04-29,11.3,0.8,-9.7,53.5,-6.9,18.5,101.77,24100,24100,2.1,0.2,14.58,45.0,4.0,17.2,0.0,0.0
2025-04-28,6.4,1.6,-3.2,71.5,-3.0,23.0,101.42,12150,200,3.0,0.0,14.52,16.0,4.0,16.4,0.0,0.0
2025-04-27,13.7,8.79,3.9,77.0,6.0,17.0,101.29,19300,14500,3.0,0.0,14.47,5.0,4.0,9.2,0.0,1.8
2025-04-26,20.3,10.0,-0.3,41.5,-1.5,22.5,102.18,24100,24100,4.8,0.0,14.4,42.0,4.0,8.0,0.0,3.0
2025-04-25,17.6,8.65,-0.3,59.5,-2.4,10.0,102.72,20900,17700,2.8,0.0,14.35,43.0,1.0,9.3,0.0,1.6
2025-04-24,15.5,6.25,-3.0,68.0,0.8,7.0,102.49,19300,14500,3.6,0.0,14.3,33.0,4.0,11.8,0.0,0.0
2025-04-23,12.6,6.25,-0.1,75.5,2.0,17.5,101.77,13650,3200,2.8,0.7,14.23,25.0,4.5,11.8,0.0,0.0
2025-04-22,9.1,6.6,4.1,78.0,2.8,19.5,101.17,16100,8100,2.0,2.1,14.18,8.0,7.5,11.4,0.0,0.0
2025-04-21,15.3,10.5,5.7,54.0,0.2,25.5,101.22,21700,19300,2.5,0.0,14.12,22.0,6.5,7.5,0.0,3.5
2025-04-20,20.4,11.64,2.9,42.0,-2.2,30.0,101.56,24100,24100,2.6,0.0,14.07,36.0,4.0,6.4,0.0,4.6
2025-04-19,10.6,3.59,-3.4,57.0,-5.5,15.5,102.1,24100,24100,1.9,0.0,14.0,41.0,4.0,14.4,0.0,0.0
2025-04-18,3.9,0.55,-2.8,71.5,-4.6,25.0,101.66,24100,24100,1.6,0.0,13.95,26.0,7.5,17.4,0.0,0.0
2025-04-17,13.2,7.55,1.9,67.0,1.6,18.5,100.94,22500,20900,2.2,,13.88,26.0,7.0,10.4,0.0,0.6
2025-04-16,15.8,8.05,0.3,55.0,-0.3,27.0,101.21,21700,19300,2.8,,13.83,,6.0,9.9,0.0,1.1
2025-04-15,8.8,2.85,-3.1,67.5,-3.5,10.5,102.08,24100,24100,2.2,0.0,13.77,42.0,3.5,15.2,0.0,0.0
2025-04-14,6.6,2.19,-2.2,81.0,0.0,27.0,101.7,12850,1600,2.1,0.5,13.7,18.0,4.5,15.8,0.0,0.0
2025-04-13,7.9,4.25,0.6,80.5,1.1,19.0,101.1,20100,16100,2.4,0.3,13.65,26.0,4.5,13.8,0.0,0.0
2025-04-12,17.1,9.95,2.8,59.5,2.8,21.5,100.9,24100,24100,2.4,0.0,13.58,35.0,4.5,8.1,0.0,3.0
2025-04-11,15.5,6.45,-2.6,74.0,1.8,25.5,101.74,12150,200,3.4,0.0,13.53,31.0,4.0,11.6,0.0,0.0
2025-04-10,8.5,4.15,-0.2,86.5,2.4,8.5,102.16,19300,14500,2.8,0.0,13.45,18.0,4.5,13.8,0.0,0.0
2025-04-09,6.5,3.6,0.7,73.5,-1.6,18.0,101.38,18500,12900,2.5,3.1,13.4,15.0,7.5,14.4,0.0,0.0
2025-04-08,7.9,0.65,-6.6,53.5,-7.8,20.0,101.73,24100,24100,2.5,0.0,13.33,24.0,4.0,17.4,0.0,0.0
2025-04-07,-0.2,-4.84,-9.5,62.0,-11.5,11.0,102.68,21700,19300,2.4,0.0,13.27,33.0,1.5,22.8,0.0,0.0
2025-04-06,1.3,-2.7,-6.7,73.0,-7.0,21.0,102.3,24100,24100,2.6,0.0,13.22,30.0,4.0,20.7,0.0,0.0
2025-04-05,5.3,-0.35,-6.0,67.0,-6.1,16.5,102.39,24100,24100,2.8,0.0,13.15,31.0,4.0,18.4,0.0,0.0
2025-04-04,1.3,-1.7,-4.7,65.0,-5.8,19.0,102.53,24100,24100,3.0,0.0,13.1,30.0,4.0,19.7,0.0,0.0
2025-04-03,3.8,1.09,-1.6,74.5,-3.5,13.5,101.28,16100,8100,2.8,0.1,13.03,17.0,5.5,16.9,0.0,0.0
2025-04-02,1.7,0.75,-0.2,91.0,-0.6,17.5,100.64,12850,1600,2.5,1.9,12.97,13.0,6.0,17.2,0.0,0.0
2025-04-01,4.0,-1.4,-6.8,57.0,-7.8,23.5,101.56,23300,22500,3.2,0.0,12.9,20.0,4.0,19.4,0.0,0.0
2025-03-31,1.0,-6.9,-14.8,55.5,-14.3,9.5,102.22,24100,24100,3.1,0.0,12.85,32.0,1.5,24.9,0.0,0.0
2025-03-30,-0.3,-5.95,-11.6,62.5,-10.2,17.5,102.18,24100,24100,2.5,0.0,12.78,28.0,4.0,23.9,0.0,0.0
2025-03-29,-2.0,-5.09,-8.2,65.0,-10.6,21.0,102.24,24100,24100,2.1,0.0,12.72,32.0,4.0,23.1,0.0,0.0
2025-03-28,-2.4,-3.8,-5.2,84.0,-6.5,28.5,101.71,12550,1000,2.2,2.4,12.67,13.0,4.5,21.8,0.0,0.0
2025-03-27,-0.4,-3.85,-7.3,74.5,-7.2,16.5,102.18,12350,600,2.4,8.0,12.58,17.0,4.0,21.9,0.0,0.0
2025-03-26,11.5,4.05,-3.4,67.5,-4.0,21.0,102.03,24100,24100,2.6,0.0,12.53,32.0,1.5,13.9,0.0,0.0
2025-03-25,8.6,0.75,-7.1,68.0,-4.5,12.5,101.83,18500,12900,3.1,0.0,12.47,31.0,4.0,17.2,0.0,0.0
2025-03-24,5.5,-3.5,-12.5,67.0,-7.7,7.5,101.41,23300,22500,3.0,0.0,12.42,31.0,3.0,21.5,0.0,0.0
2025-03-23,-0.1,-5.3,-10.5,71.0,-9.8,18.5,101.19,13650,3200,2.0,0.1,12.35,19.0,4.0,23.3,0.0,0.0
2025-03-22,-2.1,-8.85,-15.6,64.5,-13.5,19.0,101.45,14050,4000,2.5,0.5,12.28,16.0,4.0,26.9,0.0,0.0
2025-03-21,-5.0,-9.69,-14.4,61.5,-16.9,27.5,101.12,19300,14500,2.1,0.0,12.22,32.0,4.0,27.7,0.0,0.0
2025-03-20,7.2,0.39,-6.4,71.0,-4.3,20.0,100.93,22500,20900,2.8,0.0,12.15,26.0,4.0,17.6,0.0,0.0
2025-03-19,2.6,-2.65,-7.9,74.0,-8.6,12.0,102.13,23300,22500,2.7,0.0,12.1,22.0,4.0,20.6,0.0,0.0
2025-03-18,0.7,-3.4,-7.5,77.0,-8.1,11.0,101.77,24100,24100,2.2,0.0,12.03,15.0,4.0,21.4,0.0,0.0
2025-03-17,0.1,-4.0,-8.1,70.0,-10.3,19.0,101.28,23300,22500,2.2,0.0,11.98,22.0,6.5,22.0,0.0,0.0
2025-03-16,-4.9,-10.19,-15.5,73.5,-12.6,9.0,101.43,15250,6400,2.1,0.0,11.92,22.0,4.0,28.2,0.0,0.0
2025-03-15,-6.1,-8.64,-11.2,73.5,-11.7,36.0,100.43,14450,4800,2.0,0.0,11.83,20.0,4.0,26.6,0.0,0.0
2025-03-14,4.6,-0.95,-6.5,81.0,-3.5,26.5,99.36,24100,24100,3.5,0.0,11.78,14.0,5.5,18.9,0.0,0.0
2025-03-13,3.0,-1.4,-5.8,77.5,-5.0,20.0,100.55,13250,2400,2.5,0.3,11.72,16.0,6.5,19.4,0.0,0.0
2025-03-12,2.0,-4.0,-10.0,77.5,-8.2,9.0,101.11,24100,24100,2.5,0.0,11.67,21.0,4.5,22.0,0.0,0.0
2025-03-11,0.5,-9.19,-18.9,64.5,-18.2,10.5,101.58,24100,24100,1.8,0.0,11.6,16.0,4.0,27.2,0.0,0.0
2025-03-10,-0.3,-8.5,-16.7,68.0,-13.7,27.0,100.77,13250,2400,2.1,0.0,11.53,11.0,4.0,26.5,0.0,0.0
2025-03-09,4.5,1.8,-0.9,76.5,-2.2,15.5,100.65,24100,24100,2.4,0.0,11.48,17.0,4.0,16.2,0.0,0.0
2025-03-08,4.5,-1.35,-7.2,81.0,-4.3,17.0,100.86,14050,4000,2.6,0.0,11.4,24.0,4.0,19.4,0.0,0.0
2025-03-07,-2.0,-9.1,-16.2,61.5,-12.6,12.5,101.26,24100,24100,2.6,0.0,11.35,27.0,4.0,27.1,0.0,0.0
2025-03-06,-1.0,-5.9,-10.8,71.5,-8.3,21.0,101.19,13650,3200,2.4,0.0,11.28,22.0,4.0,23.9,0.0,0.0
2025-03-05,-1.1,-8.0,-14.9,77.0,-10.4,8.5,101.37,24100,24100,2.5,0.0,11.22,23.0,3.5,26.0,0.0,0.0
2025-03-04,-0.7,-5.44,-10.2,77.5,-7.5,23.5,101.6,15250,6400,2.1,0.0,11.17,7.0,4.5,23.4,0.0,0.0
2025-03-03,4.6,-0.05,-4.7,83.0,-2.6,15.5,100.99,19300,14500,2.3,0.0,11.1,21.0,4.0,18.1,0.0,0.0
2025-03-02,2.6,-3.45,-9.5,76.0,-7.5,21.0,101.46,24100,24100,2.0,0.0,11.03,22.0,4.0,21.4,0.0,0.0
2025-03-01,-7.8,-14.75,-21.7,67.0,-19.0,14.0,102.51,24100,24100,2.5,0.0,10.98,23.0,4.0,32.8,0.0,0.0
2025-02-28,2.9,-7.65,-18.2,63.0,-13.3,38.5,101.06,19300,14500,2.2,0.0,10.92,19.0,4.0,25.6,0.0,0.0
2025-02-27,2.8,-2.75,-8.3,83.0,-4.8,27.5,100.47,23300,22500,2.2,0.0,10.85,14.0,5.0,20.8,0.0,0.0
2025-02-26,1.8,-1.9,-5.6,90.5,-3.2,17.5,101.08,12450,800,2.8,0.2,10.8,13.0,4.0,19.9,0.0,0.0
2025-02-25,2.6,-0.5,-3.6,89.0,-2.5,17.0,100.72,12850,1600,2.4,0.0,10.73,20.0,4.0,18.5,0.0,0.0
2025-02-24,3.4,0.75,-1.9,85.5,-2.3,22.0,100.07,21700,19300,2.3,0.0,10.67,9.0,5.5,17.2,0.0,0.0
2025-02-23,3.7,-3.1,-9.9,86.5,-5.7,20.0,100.2,12350,600,2.6,0.0,10.62,10.0,4.5,21.1,0.0,0.0
2025-02-22,-4.9,-6.7,-8.5,83.5,-9.1,11.5,101.5,18500,12900,3.0,0.0,10.55,17.0,5.5,24.7,0.0,0.0
2025-02-21,-7.2,-12.25,-17.3,74.0,-15.9,22.0,102.15,24100,24100,2.7,0.0,10.48,19.0,4.5,30.2,0.0,0.0
2025-02-20,-13.5,-20.45,-27.4,58.0,-25.3,18.0,103.57,24100,24100,3.1,0.0,10.43,21.0,3.5,38.5,0.0,0.0
2025-02-19,-17.1,-22.85,-28.6,62.5,-27.7,17.5,104.44,24100,24100,2.1,0.0,10.37,20.0,2.0,40.9,0.0,0.0
2025-02-18,-20.3,-26.1,-31.9,67.0,-30.4,19.5,104.56,19300,14500,1.4,0.0,10.3,20.0,2.0,44.1,0.0,0.0
2025-02-17,-22.9,-27.1,-31.3,71.0,-31.0,22.5,103.75,16100,8100,1.5,0.0,10.23,21.0,3.5,45.1,0.0,0.0
2025-02-16,-21.8,-25.45,-29.1,72.5,-29.1,21.0,102.99,14450,4800,2.4,0.0,10.2,17.0,4.0,43.5,0.0,0.0
2025-02-15,-19.6,-23.55,-27.5,70.0,-27.7,13.0,103.43,24100,24100,2.2,0.0,10.13,14.0,4.0,41.5,0.0,0.0
2025-02-14,-18.7,-22.29,-25.9,73.5,-26.1,19.5,103.06,16900,9700,3.5,0.0,10.07,16.0,4.0,40.3,0.0,0.0
2025-02-13,-17.1,-23.85,-30.6,71.0,-27.0,14.5,102.5,15250,6400,2.8,0.0,10.02,17.0,4.0,41.9,0.0,0.0
2025-02-12,-20.6,-25.3,-30.0,73.5,-28.9,12.0,102.49,18500,12900,2.4,0.0,9.95,19.0,1.0,43.3,0.0,0.0
2025-02-11,-18.6,-24.0,-29.4,63.0,-28.7,17.0,102.83,24100,24100,2.3,0.0,9.9,16.0,4.0,42.0,0.0,0.0
2025-02-10,-17.0,-22.45,-27.9,75.0,-25.8,16.0,103.31,13650,3200,2.3,0.0,9.85,18.0,4.0,40.5,0.0,0.0
2025-02-09,-13.8,-18.3,-22.8,77.0,-21.2,10.5,102.8,15250,6400,2.7,0.0,9.78,11.0,4.0,36.3,0.0,0.0
2025-02-08,-15.7,-17.85,-20.0,77.5,-20.5,11.0,102.63,14450,4800,2.6,0.0,9.73,17.0,4.0,35.9,0.0,0.0
2025-02-07,-9.9,-13.8,-17.7,74.5,-17.4,10.0,102.35,24100,24100,2.6,0.0,9.67,13.0,5.5,31.8,0.0,0.0
2025-02-06,-11.6,-14.2,-16.8,78.0,-17.6,30.5,101.2,13050,2000,2.1,0.0,9.62,11.0,4.5,32.2,0.0,0.0
2025-02-05,-10.2,-14.85,-19.5,68.5,-17.6,17.5,102.09,12850,1600,2.3,2.5,9.57,6.0,6.0,32.9,0.0,0.0
2025-02-04,-18.2,-22.54,-26.9,70.5,-26.2,12.5,104.01,24100,24100,2.4,0.0,9.5,15.0,4.0,40.5,0.0,0.0
2025-02-03,-19.1,-21.3,-23.5,72.5,-24.9,26.5,103.06,12850,1600,1.7,0.1,9.47,12.0,4.0,39.3,0.0,0.0
2025-02-02,-4.9,-13.0,-21.1,79.5,-15.3,29.0,101.43,13650,3200,1.8,0.4,9.4,13.0,4.0,31.0,0.0,0.0
2025-02-01,-5.6,-12.14,-18.7,79.0,-15.1,28.0,101.78,12850,1600,1.9,0.4,9.35,3.0,8.0,30.1,0.0,0.0
2025-01-31,-13.7,-19.1,-24.5,70.5,-23.2,21.0,102.74,21700,19300,1.8,0.0,9.28,13.0,4.0,37.1,0.0,0.0
2025-01-30,-2.2,-7.9,-13.6,88.0,-10.3,18.0,101.39,12450,800,3.0,0.0,9.25,13.0,4.5,25.9,0.0,0.0
2025-01-29,-3.2,-9.35,-15.5,81.5,-11.7,15.5,101.07,24100,24100,2.2,0.0,9.2,9.0,4.5,27.4,0.0,0.0
2025-01-28,3.5,-5.09,-13.7,77.5,-8.9,36.0,100.15,23300,22500,1.9,0.0,9.13,9.0,4.5,23.1,0.0,0.0
2025-01-27,0.1,-4.75,-9.6,71.0,-9.8,22.0,100.62,14050,4000,2.0,0.2,9.1,9.0,5.0,22.8,0.0,0.0
2025-01-26,-3.3,-7.8,-12.3,75.5,-10.6,28.0,101.11,24100,24100,2.0,0.0,9.05,12.0,4.0,25.8,0.0,0.0
2025-01-25,-4.0,-9.55,-15.1,82.0,-11.8,33.5,101.47,13650,3200,1.9,0.8,9.0,10.0,4.5,27.6,0.0,0.0
2025-01-24,-1.7,-7.15,-12.6,89.0,-9.2,25.0,100.88,12850,1600,2.2,0.6,8.97,6.0,6.0,25.1,0.0,0.0
2025-01-23,-12.4,-19.8,-27.2,81.0,-21.7,19.5,102.37,15250,6400,2.5,0.0,8.9,7.0,4.0,37.8,0.0,0.0
2025-01-22,-12.6,-19.0,-25.4,77.0,-20.9,21.0,101.92,14050,4000,2.1,0.1,8.87,11.0,4.0,37.0,0.0,0.0
2025-01-21,-12.7,-21.29,-29.9,77.0,-24.0,32.0,101.67,12450,800,2.1,0.7,8.82,6.0,4.0,39.3,0.0,0.0
2025-01-20,-27.9,-30.35,-32.8,66.0,-34.8,17.5,103.51,20100,16100,1.8,,8.77,12.0,1.5,48.4,0.0,0.0
2025-01-19,-24.9,-27.25,-29.6,70.5,-31.3,21.0,103.22,15250,6400,1.7,0.0,8.73,10.0,4.0,45.2,0.0,0.0
2025-01-18,-19.4,-24.45,-29.5,68.5,-28.4,23.5,102.97,15250,6400,1.8,0.0,8.68,10.0,3.5,42.5,0.0,0.0
2025-01-17,2.2,-8.8,-19.8,77.0,-12.3,43.0,100.58,12150,200,1.8,0.0,8.67,8.0,4.0,26.8,0.0,0.0
2025-01-16,0.7,-4.1,-8.9,85.0,-6.2,27.5,100.22,23300,22500,2.2,0.0,8.62,5.0,6.5,22.1,0.0,0.0
2025-01-15,2.2,-8.25,-18.7,80.0,-11.4,27.0,101.32,12450,800,2.1,0.0,8.58,6.0,5.0,26.2,0.0,0.0
2025-01-14,-18.0,-23.2,-28.4,73.5,-25.5,20.5,102.83,13650,3200,2.6,0.0,8.53,11.0,4.0,41.2,0.0,0.0
2025-01-13,-21.5,-24.2,-26.9,76.5,-27.3,15.5,102.75,14450,4800,2.0,0.0,8.52,10.0,4.0,42.2,0.0,0.0
2025-01-12,-12.9,-19.39,-25.9,75.5,-22.4,25.0,101.93,14050,4000,1.8,0.0,8.47,9.0,4.5,37.4,0.0,0.0
2025-01-11,-9.6,-11.5,-13.4,84.5,-13.8,17.5,100.96,13050,2000,1.6,0.5,8.43,6.0,6.5,29.5,0.0,0.0
2025-01-10,-10.0,-12.35,-14.7,76.5,-15.2,15.5,101.38,16900,9700,1.7,0.0,8.42,8.0,6.5,30.4,0.0,0.0
2025-01-09,-0.2,-5.09,-10.0,85.5,-7.8,19.5,101.53,12650,1200,2.3,1.4,8.37,5.0,7.0,23.1,0.0,0.0
2025-01-08,-8.4,-13.05,-17.7,82.5,-15.4,33.5,102.05,14450,4800,2.0,0.0,8.35,6.0,4.0,31.1,0.0,0.0
2025-01-07,-14.6,-16.55,-18.5,79.5,-19.2,15.0,103.68,15250,6400,2.1,0.1,8.33,6.0,4.0,34.5,0.0,0.0
2025-01-06,-14.7,-20.1,-25.5,67.5,-22.9,13.0,103.68,22500,20900,3.0,0.0,8.3,9.0,4.0,38.1,0.0,0.0
2025-01-05,-20.7,-24.9,-29.1,74.0,-28.4,8.5,104.05,24100,24100,2.5,0.0,8.27,10.0,4.0,42.9,0.0,0.0
2025-01-04,-21.9,-25.79,-29.7,74.0,-28.9,14.0,104.12,23300,22500,1.6,0.0,8.25,10.0,0.5,43.8,0.0,0.0
2025-01-03,-19.5,-22.65,-25.8,76.0,-25.7,18.5,103.75,21700,19300,1.2,0.0,8.22,10.0,4.0,40.6,0.0,0.0
2025-01-02,-13.1,-17.2,-21.3,82.0,-19.6,23.5,102.92,13650,3200,1.1,0.4,8.2,6.0,4.5,35.2,0.0,0.0
2025-01-01,-10.9,-12.9,-14.9,83.5,-14.9,19.5,102.15,10450,1600,1.2,0.0,8.18,5.0,5.5,30.9,0.0,0.0
2024-12-31,-3.9,-7.7,-11.5,81.5,-9.4,21.0,101.77,12650,1200,1.5,0.2,8.18,4.0,5.5,25.7,0.0,0.0
2024-12-30,-3.3,-5.9,-8.5,96.0,-6.5,11.5,101.26,12250,400,2.0,0.0,8.17,4.0,6.5,23.9,0.0,0.0
2024-12-29,-1.4,-5.75,-10.1,91.0,-6.7,7.0,101.03,12450,800,1.5,0.0,8.15,7.0,4.0,23.8,0.0,0.0
2024-12-28,1.3,-2.8,-6.9,87.0,-3.3,14.0,100.65,12450,800,1.5,0.0,8.13,10.0,4.0,20.8,0.0,0.0
2024-12-27,1.9,0.44,-1.0,97.5,0.2,21.0,100.5,9950,600,1.6,0.1,8.13,1.0,8.0,17.6,0.0,0.0
2024-12-26,0.2,-1.09,-2.4,93.5,-1.8,32.5,100.85,12050,4800,2.0,0.0,8.12,4.0,7.5,19.1,0.0,0.0
