date,max_temperature,avg_temperature,min_temperature,avg_relative_humidity,avg_dew_point,avg_wind_speed,avg_pressure_sea,avg_visibility,min_visibility,avg_health_index,precipitation,daylight,solar_radiation,avg_cloud_cover_8,heatdegdays,cooldegdays,growdegdays_7
2020-06-10,20.6,14.75,8.9,66.0,8.1,27.0,100.8,16900,9700,1.0,1.0,16.27,,4.5,3.2,0.0,7.8
2020-06-09,19.2,16.0,12.8,84.5,14.2,22.5,100.57,20100,16100,1.0,0.2,16.23,,6.0,2.0,0.0,9.0
2020-06-08,26.8,21.35,15.9,81.5,17.9,23.0,100.18,24100,24100,1.1,0.0,16.23,,6.5,0.0,3.4,14.3
2020-06-07,23.4,17.79,12.2,80.5,13.2,34.0,100.69,21700,19300,1.0,12.5,16.22,,6.5,0.2,0.0,10.8
2020-06-06,18.4,10.6,2.8,70.5,6.2,19.0,101.79,16900,9700,1.0,10.4,16.18,,4.0,7.4,0.0,3.6
2020-06-05,19.0,13.35,7.7,68.5,7.3,25.0,101.46,24100,24100,1.0,0.0,16.17,,4.5,4.7,0.0,6.3
2020-06-04,25.4,18.04,10.7,46.5,4.0,29.0,100.58,24100,24100,1.4,0.0,16.13,,3.5,0.0,0.0,11.0
2020-06-03,29.3,18.0,6.7,57.5,6.5,15.5,100.71,24100,24100,1.4,0.0,16.12,,3.5,0.0,0.0,11.0
2020-06-02,29.0,19.3,9.6,49.5,7.7,17.0,100.94,24100,24100,1.3,0.0,16.08,,4.0,0.0,1.3,12.3
2020-06-01,31.7,23.9,16.1,50.0,9.8,28.5,100.6,24100,24100,1.6,0.0,16.05,,4.0,0.0,5.9,16.9
2020-05-31,25.4,15.35,5.3,42.0,0.9,21.0,101.69,21700,19300,1.8,0.0,16.03,,3.5,2.6,0.0,8.3
2020-05-30,20.7,9.35,-2.0,51.5,-1.8,12.5,102.57,24100,24100,1.4,0.0,16.0,,0.5,8.7,0.0,2.4
2020-05-29,14.7,9.0,3.3,64.0,0.8,21.5,102.45,24100,24100,1.0,0.0,15.97,,4.0,9.0,0.0,2.0
2020-05-28,15.1,10.8,6.5,63.0,4.7,31.5,101.62,16900,9700,1.0,0.0,15.93,,4.0,7.2,0.0,3.8
2020-05-27,24.7,19.14,13.6,48.0,5.8,26.5,100.82,24100,24100,,0.0,15.9,,2.5,0.0,1.1,12.1
2020-05-26,21.1,16.89,12.7,73.5,12.8,7.5,100.97,21700,19300,,0.2,15.87,,4.5,1.1,0.0,9.9
2020-05-25,21.3,16.1,10.9,72.0,9.3,8.0,101.48,24100,24100,,0.0,15.82,,7.0,1.9,0.0,9.1
2020-05-24,20.5,15.95,11.4,76.0,11.9,15.5,101.11,18500,12900,,2.5,15.78,,5.5,2.0,0.0,8.9
2020-05-23,28.1,21.75,15.4,66.5,13.6,19.5,100.93,20100,16100,,12.5,15.75,,5.0,0.0,3.8,14.8
2020-05-22,26.0,20.8,15.6,63.5,13.7,27.5,100.97,18500,12900,,0.0,15.72,,5.0,0.0,2.8,13.8
2020-05-21,26.3,21.0,15.7,61.5,12.9,32.0,101.08,24100,24100,,1.3,15.67,,4.0,0.0,3.0,14.0
2020-05-20,26.9,20.7,14.5,58.0,10.9,27.5,101.38,24100,24100,,0.0,15.63,,3.5,0.0,2.7,13.7
2020-05-19,27.4,20.1,12.8,40.5,4.2,29.0,101.54,24100,24100,,0.0,15.6,,5.0,0.0,2.1,13.1
2020-05-18,25.6,19.35,13.1,32.5,1.6,28.5,101.93,24100,24100,,0.0,15.53,,5.0,0.0,1.4,12.3
2020-05-17,25.4,15.6,5.8,51.5,3.0,17.5,101.91,21700,19300,,0.0,15.5,,2.5,2.4,0.0,8.6
2020-05-16,20.4,11.7,3.0,59.0,2.6,14.5,102.07,24100,24100,,0.0,15.47,,5.0,6.3,0.0,4.7
2020-05-15,13.6,5.85,-1.9,73.5,1.9,11.0,101.63,12850,1600,,0.2,15.4,,3.5,12.2,0.0,0.0
2020-05-14,9.8,6.7,3.6,87.5,5.4,13.0,100.89,12250,400,,1.4,15.37,,4.0,11.3,0.0,0.0
2020-05-13,8.0,4.34,0.7,64.0,-2.1,22.0,101.28,13650,3200,,3.5,15.32,,5.0,13.7,0.0,0.0
2020-05-12,12.7,2.04,-8.6,36.5,-13.8,11.0,102.33,24100,24100,,0.0,15.27,,2.5,16.0,0.0,0.0
2020-05-11,8.3,-0.89,-10.1,47.0,-12.8,18.0,102.9,24100,24100,,0.0,15.23,,1.5,18.9,0.0,0.0
2020-05-10,8.1,1.29,-5.5,38.0,-10.5,28.0,102.98,24100,24100,,0.0,15.17,,3.5,16.7,0.0,0.0
2020-05-09,8.8,3.9,-1.0,53.0,-7.3,25.0,102.5,24100,24100,,0.0,15.13,,6.0,14.1,0.0,0.0
2020-05-08,9.0,0.89,-7.2,57.5,-7.2,12.0,102.66,24100,24100,,0.2,15.07,,3.5,17.1,0.0,0.0
2020-05-07,9.3,2.35,-4.6,47.5,-9.8,21.0,102.71,24100,24100,,0.0,15.02,,0.5,15.7,0.0,0.0
2020-05-06,12.8,4.95,-2.9,55.0,-6.1,17.0,102.52,24100,24100,,0.0,14.97,,2.5,13.1,0.0,0.0
2020-05-05,16.2,8.25,0.3,58.0,-1.4,12.5,102.16,24100,24100,,0.0,14.92,,4.0,9.8,0.0,1.2
2020-05-04,12.1,5.5,-1.1,63.5,-1.2,12.5,102.21,24100,24100,,0.0,14.87,,5.5,12.5,0.0,0.0
2020-05-03,8.9,4.0,-0.9,69.0,-2.9,20.0,102.13,24100,24100,,0.0,14.82,,4.0,14.0,0.0,0.0
2020-05-02,10.1,4.8,-0.5,71.5,1.1,35.0,101.12,23300,22500,,0.0,14.75,,5.5,13.2,0.0,0.0
2020-05-01,16.6,13.35,10.1,68.0,7.0,21.0,100.46,15250,6400,,2.7,14.7,,5.5,4.7,0.0,6.3
2020-04-30,23.1,12.6,2.1,56.5,2.5,24.0,101.17,20900,17700,,0.0,14.65,,4.0,5.4,0.0,5.6
2020-04-29,17.2,8.6,0.0,64.0,1.6,12.5,102.01,24100,24100,,1.4,14.6,,4.5,9.4,0.0,1.6
2020-04-28,14.8,9.75,4.7,71.5,5.6,18.5,101.39,21700,19300,,1.7,14.53,,7.0,8.2,0.0,2.8
2020-04-27,17.4,10.5,3.6,60.5,3.1,15.0,100.92,24100,24100,,0.0,14.47,,4.0,7.5,0.0,3.5
2020-04-26,17.3,10.05,2.8,58.5,1.8,27.5,101.36,24100,24100,,0.0,14.42,,5.0,8.0,0.0,3.0
2020-04-25,11.9,6.75,1.6,63.5,1.4,13.0,101.92,20100,16100,,2.9,14.37,,7.0,11.2,0.0,0.0
2020-04-24,16.2,7.69,-0.8,65.0,0.8,12.5,101.39,20100,16100,,0.0,14.32,,4.0,10.3,0.0,0.7
2020-04-23,17.8,10.15,2.5,55.0,0.8,15.0,100.81,24100,24100,,0.0,14.25,,4.0,7.8,0.0,3.1
2020-04-22,13.5,5.85,-1.8,49.0,-4.2,13.5,100.87,24100,24100,,0.0,14.2,,3.0,12.2,0.0,0.0
2020-04-21,3.2,-2.25,-7.7,61.5,-7.3,13.0,101.42,20100,16100,,0.0,14.13,,4.0,20.2,0.0,0.0
2020-04-20,3.8,-1.4,-6.6,66.5,-6.5,26.0,100.77,13250,2400,,0.3,14.08,,4.0,19.4,0.0,0.0
2020-04-19,10.0,1.9,-6.2,61.0,-5.4,21.5,100.67,24100,24100,,0.0,14.02,,4.0,16.1,0.0,0.0
2020-04-18,7.6,0.84,-5.9,71.5,-4.2,21.5,100.51,24100,24100,,0.0,13.95,,4.5,17.2,0.0,0.0
2020-04-17,11.7,3.24,-5.2,57.0,-5.8,18.5,100.83,24100,24100,,0.0,13.9,,4.0,14.8,0.0,0.0
2020-04-16,3.1,-2.2,-7.5,60.5,-8.8,22.0,102.21,24100,24100,,0.0,13.83,,3.5,20.2,0.0,0.0
2020-04-15,1.6,-4.4,-10.4,58.0,-11.7,16.0,102.08,24100,24100,,0.0,13.78,,1.0,22.4,0.0,0.0
2020-04-14,-2.1,-5.85,-9.6,59.0,-14.2,18.5,102.03,15250,6400,,0.0,13.72,,4.0,23.9,0.0,0.0
2020-04-13,-5.2,-7.4,-9.6,60.5,-13.8,29.5,102.03,20100,16100,,0.0,13.67,,5.0,25.4,0.0,0.0
2020-04-12,-0.7,-3.8,-6.9,62.0,-10.7,20.0,101.95,20100,16100,,0.0,13.6,,4.0,21.8,0.0,0.0
2020-04-11,2.2,-0.64,-3.5,68.5,-5.0,29.0,101.27,24100,24100,,0.0,13.53,,5.0,18.6,0.0,0.0
2020-04-10,9.7,2.74,-4.2,68.5,-2.2,20.5,101.22,24100,24100,,0.0,13.48,,4.0,15.3,0.0,0.0
2020-04-09,-0.6,-2.59,-4.6,74.5,-6.3,24.5,101.72,21700,19300,,0.0,13.4,,4.0,20.6,0.0,0.0
2020-04-08,4.7,1.2,-2.3,71.5,-3.0,27.0,100.93,12250,400,,0.6,13.35,,4.0,16.8,0.0,0.0
2020-04-07,6.0,3.4,0.8,65.5,-2.2,12.0,100.49,20100,16100,,0.0,13.28,,6.5,14.6,0.0,0.0
2020-04-06,12.2,5.0,-2.2,69.0,-0.4,22.5,101.08,24100,24100,,0.0,13.23,,4.5,13.0,0.0,0.0
2020-04-05,3.2,-2.04,-7.3,72.5,-7.1,9.0,101.91,21700,19300,,0.0,13.17,,4.5,20.0,0.0,0.0
2020-04-04,-3.6,-10.25,-16.9,63.0,-14.9,8.0,102.41,24100,24100,,0.0,13.12,,3.5,28.2,0.0,0.0
2020-04-03,-8.2,-10.95,-13.7,73.0,-14.2,26.0,102.36,12650,1200,,1.4,13.05,,4.0,28.9,0.0,0.0
2020-04-02,3.5,-2.54,-8.6,86.5,-4.7,22.5,101.84,12350,600,,5.1,12.98,,5.0,20.5,0.0,0.0
2020-04-01,10.6,6.69,2.8,65.0,-1.4,20.5,101.41,16900,9700,,4.5,12.92,,6.0,11.3,0.0,0.0
2020-03-31,13.4,7.85,2.3,56.0,-1.6,28.0,101.73,24100,24100,,0.0,12.85,,4.0,10.2,0.0,0.8
2020-03-30,12.0,4.7,-2.6,61.0,-1.6,21.5,102.22,24100,24100,,0.0,12.8,,3.5,13.3,0.0,0.0
2020-03-29,5.6,1.74,-2.1,78.5,-2.2,13.5,101.7,24100,24100,,0.0,12.73,,1.0,16.3,0.0,0.0
2020-03-28,8.0,1.9,-4.2,73.0,-3.4,10.5,101.36,24100,24100,,0.0,12.68,,3.0,16.1,0.0,0.0
2020-03-27,8.7,2.99,-2.7,73.5,-1.9,22.0,100.92,24100,24100,,0.0,12.62,,3.5,15.0,0.0,0.0
2020-03-26,3.5,-1.65,-6.8,77.0,-5.5,13.5,101.23,13650,3200,,0.0,12.55,,4.5,19.6,0.0,0.0
2020-03-25,-1.1,-4.3,-7.5,70.0,-7.5,19.5,101.27,20100,16100,,0.0,12.48,,4.0,22.3,0.0,0.0
2020-03-24,2.8,0.0,-2.8,83.0,-1.2,36.5,100.78,12450,800,,0.0,12.42,,4.5,18.0,0.0,0.0
2020-03-23,4.4,-1.04,-6.5,65.5,-6.0,21.0,101.57,24100,24100,,0.0,12.37,,3.5,19.0,0.0,0.0
2020-03-22,0.5,-2.04,-4.6,73.0,-7.0,14.5,102.14,20100,16100,,0.0,12.3,,4.0,20.0,0.0,0.0
2020-03-21,-2.0,-8.69,-15.4,59.5,-15.6,23.5,103.16,24100,24100,,0.0,12.25,,3.5,26.7,0.0,0.0
2020-03-20,-8.6,-15.95,-23.3,55.5,-22.4,12.0,103.92,24100,24100,,0.0,12.17,,3.5,34.0,0.0,0.0
2020-03-19,-7.7,-12.55,-17.4,54.0,-19.8,27.5,103.06,15250,6400,,0.0,12.1,,4.0,30.6,0.0,0.0
2020-03-18,-8.6,-11.89,-15.2,61.0,-17.3,22.0,102.46,15250,6400,,0.0,12.05,,5.0,29.9,0.0,0.0
2020-03-17,-3.8,-9.6,-15.4,69.0,-13.8,16.0,102.02,24100,24100,,0.0,11.98,,4.0,27.6,0.0,0.0
2020-03-16,-3.3,-7.8,-12.3,74.5,-10.2,25.5,102.01,16100,8100,,0.0,11.93,,4.0,25.8,0.0,0.0
2020-03-15,-3.6,-8.9,-14.2,72.5,-11.7,16.5,103.43,12850,1600,,0.0,11.87,,6.0,26.9,0.0,0.0
2020-03-14,-9.0,-15.05,-21.1,73.5,-18.5,12.0,104.25,24100,24100,,0.0,11.8,,4.5,33.0,0.0,0.0
2020-03-13,-8.2,-12.45,-16.7,72.0,-15.3,24.0,102.77,14050,4000,,0.0,11.73,,4.5,30.4,0.0,0.0
2020-03-12,0.0,-4.09,-8.2,77.5,-7.4,31.5,100.9,16900,9700,,0.0,11.67,,5.0,22.1,0.0,0.0
2020-03-11,4.2,-1.14,-6.5,80.5,-4.4,24.5,100.8,28150,24100,,0.0,11.62,,4.0,19.1,0.0,0.0
2020-03-10,0.0,-7.8,-15.6,76.0,-11.2,15.0,102.08,21700,19300,,0.0,11.55,,2.5,25.8,0.0,0.0
2020-03-09,-10.1,-16.0,-21.9,67.0,-19.9,19.0,102.47,24100,24100,,0.0,11.48,,4.0,34.0,0.0,0.0
2020-03-08,1.2,-6.95,-15.1,76.5,-10.1,25.0,101.42,14450,4800,,0.0,11.43,,5.0,24.9,0.0,0.0
2020-03-07,3.3,-0.3,-3.9,80.0,-3.0,18.5,101.23,24100,24100,,0.0,11.37,,4.5,18.3,0.0,0.0
2020-03-06,-1.0,-7.5,-14.0,79.0,-9.4,32.0,102.25,12450,800,,0.0,11.3,,4.0,25.5,0.0,0.0
2020-03-05,-1.7,-7.19,-12.7,80.0,-8.8,19.5,101.89,12650,1200,,0.7,11.23,,4.0,25.2,0.0,0.0
2020-03-04,0.4,-5.35,-11.1,76.0,-7.7,17.5,100.76,12650,1200,,2.7,11.17,,5.0,23.4,0.0,0.0
2020-03-03,-3.5,-6.8,-10.1,76.5,-9.5,20.0,100.2,24100,24100,,0.0,11.12,,5.0,24.8,0.0,0.0
2020-03-02,0.8,-5.69,-12.2,84.0,-7.7,29.0,99.98,12550,1000,,0.0,11.05,,4.0,23.7,0.0,0.0
2020-03-01,1.4,-2.09,-5.6,80.5,-6.2,34.0,100.35,14450,4800,,0.0,11.0,,5.0,20.1,0.0,0.0
2020-02-29,0.0,-3.8,-7.6,88.5,-5.7,27.5,100.61,13650,3200,,0.0,10.93,,8.0,21.8,0.0,0.0
2020-02-28,-6.0,-11.05,-16.1,82.0,-13.2,24.0,101.85,14450,4800,,0.0,10.87,,4.0,29.1,0.0,0.0
2020-02-27,-9.3,-14.95,-20.6,72.0,-17.4,8.5,102.43,15250,6400,,0.0,10.82,,4.0,33.0,0.0,0.0
2020-02-26,-12.2,-14.75,-17.3,72.5,-18.7,8.5,103.11,24100,24100,,0.0,10.75,,5.0,32.8,0.0,0.0
2020-02-25,-7.7,-12.65,-17.6,70.5,-17.1,16.5,103.33,24100,24100,,0.0,10.68,,4.0,30.6,0.0,0.0
2020-02-24,-2.0,-9.19,-16.4,84.0,-11.4,14.5,102.19,24100,24100,,0.0,10.63,,3.5,27.2,0.0,0.0
2020-02-23,1.2,-4.35,-9.9,77.5,-7.7,21.0,100.89,24100,24100,,0.0,10.57,,4.0,22.4,0.0,0.0
2020-02-22,1.7,-4.2,-10.1,74.0,-8.0,15.0,100.7,24100,24100,,0.0,10.5,,4.0,22.2,0.0,0.0
2020-02-21,2.0,-4.0,-10.0,67.5,-9.6,23.5,101.26,24100,24100,,0.0,10.45,,3.5,22.0,0.0,0.0
2020-02-20,-7.0,-14.25,-21.5,69.5,-18.5,30.5,102.71,24100,24100,,0.0,10.38,,0.5,32.2,0.0,0.0
2020-02-19,-17.4,-23.25,-29.1,63.5,-28.3,16.0,104.04,24100,24100,,0.0,10.32,,0.0,41.2,0.0,0.0
2020-02-18,-13.2,-19.39,-25.6,69.5,-22.8,20.5,103.02,14050,4000,,0.0,10.27,,4.0,37.4,0.0,0.0
2020-02-17,-10.1,-12.25,-14.4,74.0,-14.9,15.5,101.85,24100,24100,,0.0,10.22,,5.5,30.2,0.0,0.0
2020-02-16,-11.0,-18.45,-25.9,65.5,-22.3,17.0,101.83,14450,4800,,0.0,10.15,,4.0,36.5,0.0,0.0
2020-02-15,-5.9,-15.7,-25.5,69.0,-18.9,20.5,101.29,14050,4000,,0.0,10.08,,4.0,33.7,0.0,0.0
2020-02-14,-8.2,-15.6,-23.0,72.0,-19.2,33.5,101.28,12650,1200,,0.0,10.03,,6.0,33.6,0.0,0.0
2020-02-13,-19.3,-23.6,-27.9,56.5,-29.6,17.5,102.81,24100,24100,,0.0,9.97,,4.0,41.6,0.0,0.0
2020-02-12,-14.5,-22.35,-30.2,65.5,-28.5,31.0,102.4,15250,6400,,0.2,9.92,,4.0,40.4,0.0,0.0
2020-02-11,-1.8,-8.5,-15.2,78.5,-11.8,27.0,101.08,12450,800,,0.7,9.87,,4.0,26.5,0.0,0.0
2020-02-10,-5.4,-11.75,-18.1,81.0,-14.1,21.0,101.32,14050,4000,,0.3,9.8,,4.0,29.8,0.0,0.0
2020-02-09,-6.7,-10.3,-13.9,76.5,-13.4,16.0,101.64,20100,16100,,0.0,9.75,,4.0,28.3,0.0,0.0
2020-02-08,-10.4,-14.39,-18.4,74.5,-18.6,12.5,101.72,18500,12900,,0.0,9.68,,7.0,32.4,0.0,0.0
2020-02-07,-17.4,-23.95,-30.5,62.0,-28.4,13.0,101.76,24100,24100,,0.0,9.63,,4.0,42.0,0.0,0.0
2020-02-06,-13.1,-18.6,-24.1,69.5,-22.1,26.5,101.26,13650,3200,1.0,0.2,9.58,,4.0,36.6,0.0,0.0
2020-02-05,-6.9,-11.64,-16.4,73.5,-15.3,19.0,101.11,16100,8100,,0.0,9.52,,4.0,29.6,0.0,0.0
2020-02-04,-13.8,-17.7,-21.6,69.0,-21.1,20.0,102.17,24100,24100,,0.0,9.48,,4.0,35.7,0.0,0.0
2020-02-03,-10.7,-15.6,-20.5,73.0,-19.8,23.0,101.88,24100,24100,,0.0,9.42,,4.0,33.6,0.0,0.0
2020-02-02,0.0,-5.35,-10.7,80.0,-9.1,26.0,100.14,12850,1600,,1.0,9.37,,4.5,23.4,0.0,0.0
2020-02-01,-0.5,-4.59,-8.7,77.0,-7.7,19.5,99.89,24100,24100,,0.0,9.32,,4.0,22.6,0.0,0.0
2020-01-31,-2.3,-3.8,-5.3,82.5,-6.8,27.0,101.14,14450,4800,,0.0,9.27,,4.0,21.8,0.0,0.0
2020-01-30,-4.3,-6.25,-8.2,88.0,-8.0,13.5,101.87,13050,2000,,0.0,9.22,,6.0,24.2,0.0,0.0
2020-01-29,-7.6,-11.45,-15.3,81.0,-12.4,8.0,102.26,15250,6400,,0.2,9.15,,5.5,29.4,0.0,0.0
2020-01-28,-9.7,-12.5,-15.3,82.5,-14.8,10.5,102.34,13250,2400,,0.2,9.12,,5.5,30.5,0.0,0.0
2020-01-27,-8.4,-9.65,-10.9,88.0,-11.2,8.0,102.23,12850,1600,,0.4,9.07,,8.0,27.6,0.0,0.0
2020-01-26,-7.0,-9.0,-11.0,86.0,-11.0,15.5,101.81,13250,2400,,0.0,9.02,,8.0,27.0,0.0,0.0
2020-01-25,-5.1,-6.1,-7.1,85.5,-8.2,22.5,101.64,24100,24100,,0.0,8.97,,8.0,24.1,0.0,0.0
2020-01-24,-5.2,-6.1,-7.0,84.0,-8.4,12.0,102.22,18500,12900,,0.0,8.92,,8.0,24.1,0.0,0.0
2020-01-23,-5.5,-7.55,-9.6,83.5,-9.9,11.0,102.41,16900,9700,,0.0,8.88,,8.0,25.6,0.0,0.0
2020-01-22,-3.1,-10.1,-17.1,85.0,-12.6,13.5,101.27,12650,1200,,0.0,8.83,,4.0,28.1,0.0,0.0
2020-01-21,-8.2,-12.9,-17.6,78.5,-16.0,31.5,101.24,15250,6400,,0.0,8.8,,4.5,30.9,0.0,0.0
2020-01-20,-17.1,-22.65,-28.2,71.5,-25.6,26.0,103.14,21700,19300,,0.0,8.75,,2.5,40.6,0.0,0.0
2020-01-19,-14.6,-21.25,-27.9,74.5,-24.4,17.5,103.57,14050,4000,,0.4,8.7,,4.0,39.2,0.0,0.0
2020-01-18,-6.2,-11.75,-17.3,80.5,-14.6,25.0,102.18,12850,1600,,1.7,8.67,,4.5,29.8,0.0,0.0
2020-01-17,-6.1,-14.25,-22.4,73.0,-17.5,25.5,102.53,12450,800,,2.7,8.62,,4.0,32.2,0.0,0.0
2020-01-16,-22.0,-27.75,-33.5,62.0,-32.6,13.0,104.2,24100,24100,,0.0,8.58,,4.0,45.8,0.0,0.0
2020-01-15,-21.4,-25.29,-29.2,69.5,-29.5,18.5,103.42,12650,1200,,1.1,8.57,,4.0,43.3,0.0,0.0
2020-01-14,-9.0,-16.5,-24.0,76.0,-19.8,22.0,102.15,13650,3200,,0.2,8.52,,4.5,34.5,0.0,0.0
2020-01-13,-6.0,-7.75,-9.5,79.5,-10.8,12.0,101.75,12650,1200,,1.2,8.48,,8.0,25.8,0.0,0.0
2020-01-12,-9.3,-12.95,-16.6,66.5,-18.1,23.5,102.26,24100,24100,,0.0,8.45,,7.0,30.9,0.0,0.0
2020-01-11,-16.1,-21.95,-27.8,67.0,-26.4,17.5,102.92,24100,24100,,0.0,8.42,,4.0,40.0,0.0,0.0
2020-01-10,-15.8,-20.95,-26.1,67.0,-25.9,17.0,102.57,24100,24100,,0.2,8.4,,2.5,39.0,0.0,0.0
2020-01-09,-11.2,-15.1,-19.0,76.5,-18.0,18.0,101.31,12850,1600,,1.2,8.35,,6.0,33.1,0.0,0.0
2020-01-08,-15.0,-20.5,-26.0,73.0,-23.2,17.5,102.23,12450,800,,0.9,8.33,,4.0,38.5,0.0,0.0
2020-01-07,-8.8,-16.1,-23.4,68.0,-21.8,23.5,102.14,24100,24100,,0.0,8.3,,4.0,34.1,0.0,0.0
2020-01-06,-0.1,-7.35,-14.6,74.5,-11.3,35.0,100.98,13650,3200,,0.0,8.28,,4.0,25.4,0.0,0.0
2020-01-05,-1.7,-7.35,-13.0,76.5,-9.9,31.0,100.76,12650,1200,,0.5,8.27,,4.0,25.4,0.0,0.0
2020-01-04,-3.5,-4.4,-5.3,84.0,-6.8,21.5,100.94,13250,2400,,0.0,8.25,,7.0,22.4,0.0,0.0
2020-01-03,-1.1,-3.95,-6.8,85.0,-6.0,10.0,101.21,18500,12900,,0.0,8.2,,6.5,21.9,0.0,0.0
2020-01-02,-6.2,-7.25,-8.3,82.0,-9.8,14.0,100.03,18500,12900,,0.0,8.18,,7.5,25.2,0.0,0.0
2020-01-01,-3.6,-8.0,-12.4,83.0,-10.4,17.5,99.1,17700,11300,,0.0,8.17,,4.5,26.0,0.0,0.0
2019-12-31,-10.7,-15.35,-20.0,81.5,-17.8,17.5,100.52,16100,8100,,0.0,8.15,,4.0,33.4,0.0,0.0
2019-12-30,-7.7,-12.25,-16.8,78.0,-15.3,19.5,101.35,15250,6400,1.1,0.5,8.15,,4.0,30.2,0.0,0.0
2019-12-29,-10.1,-11.14,-12.2,82.0,-13.4,31.0,101.62,13250,2400,,0.7,8.13,,5.0,29.1,0.0,0.0
2019-12-28,-7.1,-10.85,-14.6,77.5,-14.3,17.0,101.8,24100,24100,,0.0,8.13,,4.0,28.9,0.0,0.0
2019-12-27,-1.2,-6.1,-11.0,69.0,-11.1,21.5,101.39,24100,24100,,0.0,8.12,,0.5,24.1,0.0,0.0
2019-12-26,-4.2,-6.65,-9.1,86.5,-9.1,16.5,101.36,12250,400,,0.0,8.1,,4.0,24.6,0.0,0.0
2019-12-25,-5.5,-7.8,-10.1,87.5,-9.5,12.5,101.55,14050,4000,,0.0,8.1,,8.0,25.8,0.0,0.0
2019-12-24,-5.2,-8.65,-12.1,80.0,-11.1,16.0,101.57,24100,24100,,0.0,8.1,,7.5,26.6,0.0,0.0
2019-12-23,-7.4,-11.8,-16.2,75.5,-15.1,11.5,101.99,24100,24100,,0.0,8.1,,4.0,29.8,0.0,0.0
2019-12-22,3.8,-3.65,-11.1,79.0,-7.6,20.0,101.32,18500,12900,,0.0,8.1,,4.5,21.6,0.0,0.0
2019-12-21,-3.5,-7.05,-10.6,80.5,-9.8,25.0,101.39,16900,9700,,0.0,8.08,,3.5,25.1,0.0,0.0
2019-12-20,-8.5,-11.65,-14.8,80.5,-14.3,25.0,102.0,14450,4800,,0.0,8.1,,4.0,29.6,0.0,0.0
2019-12-19,-9.2,-11.3,-13.4,74.0,-15.0,11.5,102.21,21700,19300,,0.0,8.1,,7.0,29.3,0.0,0.0
2019-12-18,-10.0,-17.7,-25.4,68.5,-20.3,22.5,101.87,21700,19300,,0.0,8.1,,5.5,35.7,0.0,0.0
2019-12-17,-12.7,-19.79,-26.9,68.5,-24.3,13.5,102.55,24100,24100,,0.0,8.12,,4.0,37.8,0.0,0.0
2019-12-16,-7.3,-15.9,-24.5,77.0,-18.2,16.5,101.78,12550,1000,,0.0,8.12,,4.0,33.9,0.0,0.0
2019-12-15,-11.4,-19.05,-26.7,77.0,-21.8,20.0,101.52,14450,4800,,0.0,8.13,,4.0,37.0,0.0,0.0
2019-12-14,-23.0,-27.6,-32.2,62.5,-30.3,13.5,102.22,24100,24100,,0.2,8.15,,1.0,45.6,0.0,0.0
2019-12-13,-12.3,-17.95,-23.6,72.5,-20.9,16.5,101.84,12850,1600,,1.9,8.17,,4.0,36.0,0.0,0.0
2019-12-12,-12.8,-17.35,-21.9,64.0,-21.8,9.5,102.38,24150,16100,2.4,0.0,8.18,,4.0,35.4,0.0,0.0
2019-12-11,-18.1,-21.45,-24.8,64.5,-25.8,11.0,102.77,24100,24100,,0.0,8.2,,4.0,39.5,0.0,0.0
2019-12-10,-19.1,-22.95,-26.8,66.5,-27.6,23.0,102.21,20100,16100,,0.2,8.22,,3.0,41.0,0.0,0.0
2019-12-09,-16.1,-20.85,-25.6,71.0,-23.9,21.0,101.83,14450,4800,,0.0,8.23,,4.0,38.9,0.0,0.0
2019-12-08,-8.0,-14.15,-20.3,71.0,-18.9,28.0,101.71,24100,24100,,0.0,8.25,,4.5,32.1,0.0,0.0
2019-12-07,-1.8,-5.85,-9.9,87.5,-7.0,25.0,101.06,13450,2800,,0.8,8.27,,5.5,23.9,0.0,0.0
2019-12-06,-6.5,-11.4,-16.3,82.0,-13.2,17.5,102.39,19300,14500,,0.0,8.3,,4.0,29.4,0.0,0.0
2019-12-05,-1.8,-8.9,-16.0,81.5,-10.8,21.0,101.94,13650,3200,,0.8,8.33,,4.0,26.9,0.0,0.0
2019-12-04,-0.2,-3.5,-6.8,85.0,-5.7,11.5,100.72,24100,24100,,0.0,8.35,,4.5,21.5,0.0,0.0
2019-12-03,-0.1,-4.25,-8.4,76.5,-7.3,19.0,100.13,24100,24100,,0.0,8.38,,4.5,22.2,0.0,0.0
2019-12-02,-3.4,-7.35,-11.3,82.0,-9.9,24.0,101.06,24100,24100,,0.0,8.4,,3.5,25.4,0.0,0.0
2019-12-01,-6.5,-9.4,-12.3,85.5,-11.7,14.0,102.06,13250,2400,,0.0,8.45,,4.0,27.4,0.0,0.0
2019-11-30,-1.5,-4.65,-7.8,83.5,-6.8,20.5,101.96,14050,4000,,0.0,8.48,,4.5,22.6,0.0,0.0
2019-11-29,-2.1,-4.45,-6.8,83.0,-6.6,19.0,102.73,20100,16100,,0.0,8.5,,8.0,22.4,0.0,0.0
2019-11-28,-4.7,-7.85,-11.0,74.0,-11.3,11.5,103.58,24100,24100,,0.0,8.55,,4.0,25.9,0.0,0.0
2019-11-27,-3.8,-5.65,-7.5,74.5,-9.7,17.5,102.85,24100,24100,,0.0,8.58,,5.5,23.6,0.0,0.0
